h3,aeroway,amenity,building,building.area,building.area.average,building.area.ratio,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_6,e_7,e_8,e_9,healthcare,highway,highway.area,highway.area.ratio,historic,leisure,office,parking.area,parking.area.average,parking.area.ratio,public_transport,railway,route,shop,sport,tourism,water,waterway,actual_mean,actual_std,pred_mean,pred_std,wasserstein_distance
892a306418fffff,0.0,1.0,-0.5578947368421052,-0.43933958,0.7346187691060543,-0.43770739324237123,-1.4652787,-0.5878108,-0.104442224,-0.58793354,-1.3236889,-0.84421515,-0.48508757,0.6908476,-0.5094452,-0.3483151,-1.4165047,0.6927329,0.68157756,0.40105084,-0.046854686,-0.49848497,-0.5642954,0.81988305,-0.3269994,0.09704842,0.9788342,0.42957526,0.19025809,1.1588374,-0.63813305,-1.0022178,-0.10329885,1.2637802,0.928532,1.0413008,1.2886621,1.1802973,0.45385364,-1.3799825,-0.09229407,-0.70117146,0.6757331,-0.982983,0.74605733,-0.42743325,0.4193522,-0.8445339,1.3910455,0.53643334,-0.19041933,0.60157466,0.7237603,1.2852368,0.105680585,-1.046866,0.0,1.6818181818181819,-0.22603947,-0.22714647584154124,1.0,2.6666666666666665,0.0,4.2532516,6.72399880041875,4.252543710267211,-0.25,20.0,0.0,1.0,3.0,1.0,0.0,2.0,162.67333333333332,97.423340575495,113.23913774372801,0.18857219662315658,77.49600355299368
892a3064bd7ffff,0.0,-0.3333333333333333,-0.3894736842105263,-1.1704196,-0.9196756086848269,-1.166880600485929,0.009325619,-0.14288163,1.5589464,0.49266174,-0.117432505,0.5318261,0.70325065,0.25996462,1.0987204,-0.3673397,0.13740444,0.008081732,-0.9832533,0.37773475,0.26570854,0.24643803,0.073614545,-1.0743214,0.7775181,-0.07552972,-0.012100062,0.5638203,-0.023368094,-0.31405434,-0.46659315,0.4519541,-0.43227443,-0.47489908,-0.6218836,0.34649298,0.1855302,-0.05855529,0.148554,1.2402948,0.48942274,-0.12836449,-0.48388243,0.38617325,-0.59258413,-0.10154559,-0.114286676,0.74161214,0.29039782,-1.0066462,-0.32029623,-0.4438932,0.38239563,-0.4217064,-0.17700894,-0.109881975,0.0,-0.13636363636363635,-0.5695252,-0.567148800244257,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.13181818181818,105.73667286047592,113.23873707286499,0.19200353228343545,76.97846256042072
892a306558fffff,0.0,-0.16666666666666666,-0.3684210526315789,-0.6484488,-0.050317901642163404,-0.647706536720926,0.54553795,0.44602934,1.1387311,0.6322002,0.2523708,0.40602353,0.5185383,-0.11179321,1.1654907,0.09285174,-0.0057268753,-0.29119575,-0.7338216,0.37812304,0.43307325,0.37634125,0.04270819,-1.1635822,0.20260893,-0.20832242,-0.019695414,0.40961286,0.17659664,-0.6723753,-0.06916894,0.57947683,-0.006219854,-0.5173137,-0.5752781,0.066354886,0.023022633,-0.055587314,0.13679862,1.1745031,0.03474588,0.053387243,-0.37968096,0.61362433,-1.0101439,0.13659033,-0.25479564,0.8271073,0.32269725,-0.75577974,-0.35350943,-0.38723466,0.35344785,-0.731581,0.07175434,0.36128202,0.0,-0.36363636363636365,-0.83937687,-0.8413416269663496,0.0,1.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,161.1578947368421,98.06091187457481,113.2387828082137,0.19135839183285028,76.65362123250628
892a306696fffff,0.0,0.16666666666666666,-0.29473684210526313,-0.50052583,0.06932072427150096,-0.49773399040007454,-1.0069404,-0.90285206,-0.041526366,-0.40706924,-0.74301517,-1.292024,-1.1754944,0.7789703,0.0875847,-0.6873107,-1.1385381,-0.062303994,-0.2932309,0.19523138,-0.21036835,-0.3004604,-0.41192907,0.55842716,-0.012149699,-0.19668162,1.4393024,-0.053696174,-0.08290068,0.4745919,-0.38100597,0.3752971,-0.16512418,-0.011605264,0.5377048,0.17812988,0.7025443,0.42153087,1.0459065,-1.9985601,-0.0917927,-1.1161265,0.9478253,0.30516872,1.0898516,-0.15693466,0.5531183,-0.9918169,1.1629001,1.9556481,0.70892894,0.19833954,0.88163376,0.2758725,0.6320971,-0.19321825,0.0,0.6136363636363636,0.3628632,0.3630229674801007,0.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.646875,106.49907858866374,113.2370375475365,0.18822346953390398,75.7335894551698
892a30646d3ffff,0.0,0.5,0.07368421052631578,-0.05992867,0.136026629531306,-0.06068029379429182,-1.5089942,-0.26899162,-1.119558,-0.6994353,-1.3156008,-1.5016723,-0.80536675,-0.02503974,-1.0919143,-0.4948611,-2.1206272,1.0003613,0.6526446,0.37860772,0.16579242,-1.046284,-0.973665,0.7234432,-0.23448855,0.6322568,0.4307849,-0.22329743,-0.25325876,1.4598255,-0.5987554,-0.81148636,-0.28406098,1.3582935,1.7201968,1.0138028,0.96917063,1.4067125,0.31294993,-2.099159,-0.25859544,-0.88219213,0.1642961,-1.2538742,0.253575,-0.51047844,0.54626495,-1.1547272,0.5011855,0.49123004,0.195816,0.7116182,-0.62809783,1.4815824,0.07762567,-1.2814243,0.0,1.6818181818181819,-0.22023983,-0.22443209352929508,0.0,0.0,0.0,0.73780775,0.7776039820261645,0.7370467736350771,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,149.16923076923075,100.56305625836791,113.23892132736174,0.1916733449740551,75.14457101234703
892a3064db3ffff,0.0,1.3333333333333333,-0.5263157894736842,-0.7613474,0.03968755275084745,-0.75814786285906,-0.24043207,0.17147405,0.03044447,0.45366693,-0.25444454,-0.29902935,0.21629536,0.09268747,0.15852305,0.45807514,-0.43587083,0.6102888,-0.003603691,0.12838161,-0.23160417,-0.4361019,-0.2275186,-0.00121244,-0.06642798,-0.16307637,-0.02793541,0.23404595,0.34913367,0.085054494,-0.1677215,-0.087782845,0.3420729,0.47840327,-0.24812716,0.48452854,0.4223139,0.21422315,-0.18992032,-0.08445428,-0.28207898,0.3188239,-0.20723984,-0.334159,-0.17831199,0.09848402,-0.43268928,0.4232982,0.588553,-0.4411304,-0.57255065,0.3849881,0.11861681,0.30551997,-0.052967384,-0.13350897,0.0,1.1136363636363635,-0.07007376,-0.06867341569514301,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.3838383838384,101.56983834797852,113.2387121918262,0.18884120177048333,74.57468189987284
892a3064b8fffff,0.0,0.16666666666666666,-0.5789473684210527,-0.48270726,0.7034582819528346,-0.47941327154390506,-0.35841992,0.029006476,0.8529769,0.77554137,-0.38029462,-0.23764591,1.1756334,0.9143711,0.8639106,-0.41904968,-0.3694691,0.9929463,-0.41420004,-0.90072936,0.6115241,0.8739074,0.76919496,-0.7875192,0.21981663,0.50420195,0.1695802,1.4123176,0.17747521,-0.20991318,0.42851317,-0.34046915,0.35048765,-0.26809213,0.0305057,-0.29689544,-0.601343,-0.18528244,0.038625166,0.5920888,-0.12513828,0.09629548,-1.066181,0.6655576,1.0002916,-0.10718028,-0.80119675,0.26890197,0.031437807,0.11727672,-0.68773466,0.3787838,0.67385423,0.6304173,-0.64582324,-0.4462472,0.0,-0.3181818181818182,-0.243761,-0.24150703480222382,0.0,0.0,0.0,0.0,0.0,0.0,-0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,151.8864864864865,99.05530576990178,113.23934414436864,0.1892028150267144,74.35602603657476
892a3064b07ffff,0.0,0.3333333333333333,-0.5263157894736842,-0.44164592,0.6507938980586516,-0.4382272417920884,-0.120736584,-0.20179373,-0.21758194,-0.38105863,0.5641648,1.1449339,-0.21470815,0.085151635,-0.5801609,0.14530821,-0.5169302,-0.5173557,0.948726,-0.6943992,0.23317218,1.459325,0.03263402,0.747923,-0.47817844,-0.6777423,-0.09976933,-0.46704605,0.16352701,0.31007844,0.5145767,-0.019232325,0.11830927,-0.65629685,0.051233076,-0.15877564,0.116117105,-0.36505526,-0.057548735,-0.33281016,-0.63323396,0.052967064,0.4612478,0.010161593,0.2853761,0.89100903,0.18880433,-0.90607417,0.44084162,1.2443745,0.076373726,0.032380346,-0.07602634,-0.20549093,-0.46908048,0.48523873,0.0,0.11363636363636363,-0.04997652,-0.04767907633897083,0.0,-0.3333333333333333,0.0,2.4856014,7.859013374440068,2.4877342892740937,0.25,6.0,0.0,2.0,0.0,0.0,0.0,0.0,143.38474576271187,108.44074037965576,113.23755082319035,0.1884833244743072,74.19887744665013
892a3065d67ffff,0.0,-0.3333333333333333,0.6421052631578947,-0.33813217,-0.783476733443042,-0.3359383772883471,0.03446032,0.05584659,0.94615793,0.3714625,-0.15915497,0.35393894,0.6808596,0.07894776,0.4329423,-0.1676245,0.09262456,-0.2250188,-0.42995515,1.047972,-0.15479907,-0.05130874,-0.66993743,-0.26783758,1.0013463,-0.41224018,-0.4955506,-0.100893244,0.27278402,-0.18124993,-0.78137773,0.30351537,-0.4374449,-0.004053377,-0.6107377,0.7667511,0.8087813,0.48653886,-0.37923035,1.173103,0.3318908,0.25473753,-0.27300698,-0.17665584,-0.5822003,-0.21671087,0.041536167,0.94479215,0.089547046,-1.705999,-0.37473583,0.06290908,-0.43284556,-0.44973943,0.11295865,-0.04714295,0.0,-0.06818181818181818,0.14503598,0.14457190219599864,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.52079999999998,94.83159667199536,113.24212576161811,0.19180666050653827,74.08089491181137
892a3064b93ffff,0.0,0.3333333333333333,-0.12631578947368421,-0.1495168,0.3241646510312002,-0.14656139666506338,0.62927336,1.2894397,0.34431988,-0.22321995,1.4000107,-0.25403237,-0.21600556,-2.2685895,0.24094504,-0.28644332,0.91239405,-0.62434506,0.53433764,-0.084468946,1.1037033,0.9034547,0.08257396,0.14374971,0.7111225,0.6068505,-0.96941113,-0.33104444,-0.26113057,-0.7778137,-0.049666926,1.7344401,-0.059144627,-1.7230356,-0.21210985,-0.40280464,-0.7194325,-0.8171017,-1.0606873,0.3131795,-0.22228628,0.76272714,-0.38190526,0.19103056,-1.4153908,0.3764533,-0.1790201,0.94677,-0.54979557,0.3537926,0.0047745174,-0.1279609,-0.9311692,-1.3664701,0.062039748,0.71701235,0.0,-0.38636363636363635,-0.96269387,-0.9596819622048949,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.3204081632653,92.15339470109303,113.23597444479344,0.18984213079448173,73.2474834749401
892a3066e97ffff,0.0,-0.16666666666666666,1.0526315789473684,0.9686066,0.10628364455662875,0.9673933140442228,0.9755089,0.50080717,-0.66476566,0.30302942,1.8748479,0.013050179,0.05359761,-1.2981807,-0.26004618,0.699938,0.10444472,-0.43279952,1.3660306,-0.047208767,0.5786973,1.837463,-0.27375266,0.142087,-0.09090985,0.266364,-1.0878633,-0.25354293,0.57551235,-1.0216703,0.981262,0.34181675,0.5714828,-1.5863127,-0.5129706,-0.41174877,-0.4602063,-0.30330458,-0.8467015,0.684134,-1.4233911,1.092053,-0.49497658,0.06289582,-0.35398528,1.3802428,-0.3601916,0.15505195,-0.5738722,0.6306885,-0.10066674,0.60758156,-1.5486323,-0.829605,-0.78068256,1.0492574,0.0,-0.06818181818181818,-0.033742055,-0.03625536132376463,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.65384615384616,108.58670491918934,113.23922785006224,0.18942715303123753,72.77318240785678
892a30649dbffff,0.0,-0.16666666666666666,0.15789473684210525,-0.6400458,-0.7174635419975762,-0.6368220290922417,-0.78759956,-0.32906017,0.46506125,-0.22146782,-0.4294068,-0.7296639,-0.04054227,0.1758723,0.0905064,-0.24382372,-0.79358345,0.27263576,0.462121,0.9405629,0.011212569,-0.027625768,-0.7318765,0.6298716,0.40726802,0.036563337,0.24026902,0.29363424,0.49281046,0.2532691,-0.6478028,-0.20289811,-0.158871,0.4394889,-0.047325093,0.72721255,1.1998024,0.68749666,-0.14635521,-0.2389274,-0.13590384,0.0753223,-0.058990344,-0.6035518,0.34779406,-0.10245539,0.08873609,0.30289546,1.038922,-0.035886873,-0.42405608,0.6643386,0.24569355,0.5367772,0.5543193,-0.39407846,0.0,0.06818181818181818,-0.17748098,-0.17566791029826534,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.75,4.0,0.0,0.0,0.0,0.0,0.0,0.0,128.1529411764706,86.3367968559726,113.23693859437536,0.19278080293193844,72.4027690359564
892a30648a3ffff,0.0,-0.3333333333333333,0.07368421052631578,-0.4677454,-0.40462053602523534,-0.4647847594462698,0.11105621,0.5197296,0.92380774,0.10027601,0.38606977,0.5484744,0.46393,-0.14863938,0.64416945,-0.9365044,0.14657682,-0.2733033,-0.012907479,-0.77569157,1.3937923,1.3943009,0.64469683,-0.39337906,0.2083736,0.011789038,-0.23337533,0.44333038,-0.44001618,-0.3196255,0.16672848,0.7587483,-0.4073583,-1.2954326,0.40779907,-0.3255491,-0.7419839,-0.18372479,0.12003558,0.7983737,0.19350229,-0.3174565,0.24305242,0.7979009,-0.9124978,-0.1495635,0.08579881,-0.2632629,-0.21610521,0.23567306,-0.26019716,-0.34275034,0.042980652,-0.7335258,-0.86700016,0.17370561,0.0,-0.4772727272727273,-0.38961795,-0.3878053878744868,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.78750000000001,101.58738566910426,113.23562441862622,0.19056856483354725,71.45280989680575
892a3064843ffff,0.0,-0.16666666666666666,-0.6105263157894737,-0.9110397,-0.08553316408379598,-0.9079478556532575,0.28685263,0.12351545,0.19900022,-0.42106053,0.35177764,-1.0152029,-0.27589047,-0.41371414,1.103009,-0.6135154,-0.52005893,-0.16388807,0.026017483,0.7378932,0.3415219,0.008596448,-0.42822355,-0.9009329,1.2876846,1.2951952,-0.3926688,-0.6842444,0.1406825,-1.8676661,-0.67948776,-0.23121127,-0.059529986,-0.8289084,-0.22510988,0.07398902,0.24125853,-0.2693364,0.67319894,1.219832,0.10710322,-0.60512596,1.1514914,-0.047491767,0.22790848,-0.33565986,0.65574765,-0.24388245,-0.39285672,-0.9717356,1.2145844,-0.2979741,-0.09004975,-0.5793276,-0.2594846,-0.07986986,0.0,-0.29545454545454547,-0.99018055,-0.9878133029200982,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.39999999999999,95.06067627527716,113.23982612158733,0.1902836138295974,71.37628612447779
892a30645b7ffff,0.0,2.8333333333333335,-0.9368421052631579,-0.24006386,2.646555917734034,-0.23906874657375707,-0.43285623,0.26513362,-1.2157848,0.16668943,-0.6429442,0.5855363,0.123889185,1.6250485,-0.08005726,1.1559998,-0.125309,-0.62441,-0.058030527,-1.9108285,-0.6379475,-1.2413764,0.85762495,0.4024187,-1.6163152,-0.061554592,0.27743813,0.120754965,0.511563,0.81634337,0.35372514,-1.0222018,1.3604858,1.9078499,0.03783743,-0.4652969,-0.1831704,0.021607853,1.7316731,-0.21916123,-0.6179461,-0.12412849,0.5328399,-0.21509676,1.7169412,-0.32536617,-0.7399245,-0.96330035,0.4076332,0.59022236,0.86932224,-0.8228583,1.4793777,0.8935204,1.2053665,-0.037712414,0.0,0.1590909090909091,0.9939109,0.9891181278626343,0.0,-0.3333333333333333,0.0,8.988992,1.7763458806807866,8.985880552950725,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.94363636363633,95.24678236251987,113.23780284338656,0.19003672446610348,70.68157820916531
892a3064a87ffff,0.0,-0.16666666666666666,0.4631578947368421,-0.2591033,-0.5514909081959608,-0.25659221415872474,0.95215386,-0.32703578,-0.50821,-0.6229861,0.92485195,0.40925476,-0.59376764,0.69174784,-0.6197605,-1.287509,1.0429184,-1.862706,-1.643976,0.69351614,-1.8546344,-0.4429275,-0.398615,1.2472919,2.1549509,-0.343093,0.856521,-2.0094988,-0.57748204,-0.3461301,-1.1128203,0.53312486,-1.0635792,-1.1099552,-0.08263494,0.38005778,0.4912254,-0.84157616,0.7481471,0.4201542,1.3347545,-0.034613673,0.6937378,-0.39790356,1.7388265,-1.2007545,1.102428,-0.37145475,-1.244845,-0.80411005,1.2985781,-0.58516526,-1.8484436,-0.25210726,0.7370339,-0.08575478,0.0,-0.22727272727272727,-0.5879368,-0.5863166929656198,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.3764705882353,99.15586381409688,113.23843181786243,0.18876616272482108,68.13047437924666
892a3064b8bffff,0.0,-0.3333333333333333,-0.5684210526315789,-1.0428928,-0.4286663086272487,-1.0393732692175168,-0.73343146,-0.71790266,1.6576871,0.75470144,-0.45595297,0.6427564,2.227574,0.0625878,1.4441819,-1.2570691,0.44769824,0.21899864,-0.76269007,0.31741753,0.33754498,0.45219243,0.7155537,-0.4514041,1.4937505,1.0547093,0.27209678,0.8785145,-0.74300104,-0.62052244,0.032747574,-0.17802592,-0.5751377,-0.2512307,-1.1179916,-0.30298415,-0.23248933,-1.3544127,0.10876378,0.4403796,0.44343257,0.03089942,-1.6878521,0.47189844,-0.3181692,-0.0998665,-0.6853846,-0.1614714,0.6123715,-0.4579335,-0.5088404,-0.22627793,1.2669579,0.33867937,-1.2331197,-0.21667296,0.0,0.13636363636363635,-1.1112338,-1.1079180048052633,0.0,0.0,0.0,0.0,0.0,0.0,0.75,3.0,0.0,0.0,0.0,0.0,0.0,1.0,143.99565217391304,100.06008402894241,113.23803571434095,0.18887307509155019,67.36838063978124
892a3066c4bffff,0.0,0.0,2.1789473684210527,1.122763,-0.5676812474824764,1.1214555700999682,1.0766383,1.6786442,-1.2855643,1.1665646,0.75453216,-0.7256635,0.8340563,-0.15713488,0.121358,1.6100185,-1.3197066,-0.10781592,0.82042336,-0.18383083,-0.1444881,0.18163337,-0.40233976,-0.08438231,-0.9801159,-0.09702973,-0.5568325,0.15985216,1.4842473,-0.64924204,1.1072729,-0.36972862,1.9233369,0.7736774,-0.332677,-0.5644565,-0.13530412,0.06811691,-0.647914,0.22142385,-1.7566037,1.4383863,-1.0482749,0.19042484,0.6904394,0.61892074,-1.5152406,1.3014116,-0.010371877,0.15309505,-0.6938305,1.2582806,-0.49798194,0.45777556,1.0921415,0.5124877,0.0,0.13636363636363635,0.046031717,0.043507458087583266,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.13846153846154,82.23851136468417,113.23958867654386,0.18931782363284214,66.66652782369299
892a3066863ffff,0.0,1.1666666666666667,-0.37894736842105264,-0.06483486,0.9744291520719117,-0.06324102605655933,-1.2262393,0.1838317,-1.0507394,-1.3594595,1.1709145,0.2656445,-0.76927817,1.6374373,0.52096593,-0.121530056,-1.1474543,-1.9593265,-0.68645483,-0.9715138,-1.2461754,-0.815476,0.73662573,0.5036403,-0.46501437,-0.6303671,1.0311214,-1.3570249,0.1824464,0.62697995,0.66872877,-1.1406711,0.32050648,-0.2321236,0.6091513,-1.1601511,-0.2455446,0.49016166,1.4920152,-2.9123304,0.18992992,0.011572174,1.2544827,-1.1043715,-1.4805679,-1.12316,-0.3119197,0.4443258,-1.234037,1.9682099,1.4868834,-2.587957,-1.5025773,0.35777146,0.33829373,-1.3331633,0.0,0.2727272727272727,0.124345064,0.12335154513967551,0.0,0.0,0.0,8.382667,5.300888888931927,8.383264055645865,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.97419354838706,102.60436061833836,113.23525387815437,0.19071752404454478,66.61418268991714
892a3066c17ffff,0.0,-0.16666666666666666,-0.47368421052631576,-0.8135591,-0.15788220282621707,-0.8115456937811195,-0.2179063,0.094843045,-0.3805967,0.56038404,-1.2816372,0.6160773,0.17461951,1.3721344,0.036627054,0.8156429,-0.08704554,0.88855594,-0.23363261,-0.36656213,-0.38452867,-0.5986072,0.5492873,0.05335347,-0.9234509,-0.5258346,0.6021584,0.8113556,0.71978873,0.77305174,0.20501177,-0.80588245,0.7826577,1.8334558,-0.1534949,0.16576123,0.39540383,0.3677115,0.25575435,0.10073055,-0.16635114,0.34724244,-0.25952965,-0.17024045,1.243692,0.16393813,-0.63045484,-0.41733083,0.8312865,-0.4587778,-0.08012391,-0.17915417,1.3678939,0.2990438,0.3662019,0.095799,0.0,-0.2727272727272727,-0.65228885,-0.6527718038507613,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.73061224489794,99.18314373756245,113.24053636598465,0.19125834326541907,65.75616761689614
892a3066eafffff,0.0,0.0,-0.9052631578947369,-0.7462795,1.1325310544927678,-0.7443202593236663,-0.88942814,-1.0914502,-1.9965649,-0.27381378,-0.31484568,3.0464916,-0.47811288,4.3125696,-1.7133029,0.7533246,-1.8043331,-1.9986274,-0.7170762,-2.3820736,-2.9473777,-1.3132576,1.0637176,0.1445942,-1.9220788,-1.4117535,1.7742853,-1.84154,0.17252676,2.4515226,0.9254958,-1.4990562,1.0102146,2.0431242,1.0598125,-0.9341247,0.010746624,-0.29136172,2.6604328,-1.2464767,0.009866449,-0.90779155,1.6392471,-0.3526388,2.344426,-1.5256629,-0.43059257,-0.90904284,0.20773803,1.553414,1.4913087,-1.224997,1.4808357,1.9032373,1.5378221,-0.8925063,0.0,0.13636363636363635,1.7397649,1.733649134943285,0.0,-0.3333333333333333,0.0,2.6048434,4.11801718166771,2.6041976417146553,0.5,19.0,0.0,0.0,0.0,0.0,0.0,0.0,101.8264705882353,88.88467845480368,113.23978359120572,0.1908385813456882,62.90096417859884
892a3066337ffff,0.0,1.5,1.4842105263157894,0.55519295,-0.5693092341633621,0.5543014916979706,-0.7570767,0.48229435,-1.3213179,-0.36095637,-0.4819625,-1.3357289,0.020053668,-0.4076599,-1.5379813,-0.09802818,-0.19000964,0.4156214,1.0942229,0.28468525,-0.37331292,-0.5804147,-0.92854774,1.2099955,0.6924255,0.66559607,-0.9402482,-0.6758722,-0.25463012,0.76826805,-0.82616204,-0.8732106,-0.0401533,0.814645,1.1065271,1.0445669,0.62100416,1.483242,-0.56464,-0.61761427,-0.18434517,0.19100396,0.19758578,-1.5039186,0.37487674,-0.83601856,0.26132655,-0.07836544,-1.2347921,-0.97993284,0.20315175,1.1271052,-2.1596117,0.7594807,-0.5939513,-1.1568674,0.0,2.9545454545454546,-0.2142553,-0.2168006469570225,0.0,1.3333333333333333,0.0,0.390032,1.2332092274795519,0.3898123713712434,1.25,0.0,0.0,5.0,0.0,0.0,0.0,0.0,117.70967741935483,89.94126884712838,113.23691715323261,0.19028841804801766,62.20559353528799
892a3066b03ffff,0.0,0.0,0.031578947368421054,-0.17619067,0.04040624884702605,-0.17402612682611004,0.25959134,0.7487636,0.43329704,0.50552917,0.07306995,0.10290013,0.3953659,-0.3578962,0.4667157,0.6587807,-0.016694544,0.17255896,-0.07264295,-0.007553418,-0.036085956,0.36104006,0.04492414,-0.34555998,0.010934819,-0.3287185,-0.090629846,0.30127367,0.4080605,-0.42884737,0.17810719,0.3896854,0.6370835,-0.18307102,-0.6995031,-0.04291004,0.06958782,-0.1305536,-0.5163067,0.036374565,-0.45729336,0.59779376,-0.75827473,0.34301922,0.04344415,0.62926406,-0.61777693,0.850629,0.41655225,-0.0123778945,-0.35078546,0.2758063,0.4039099,-0.55329305,0.25758412,0.45064306,0.0,-0.22727272727272727,-0.43751714,-0.43661541361652734,0.0,0.0,0.0,0.0,0.0,0.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,149.44390243902438,87.67458415482896,113.24068116496713,0.19081373095948534,62.0892884465713
892a3066a97ffff,0.0,0.0,-0.4,0.35678655,1.7636050058095898,0.3573527299580496,0.091869794,0.5430949,0.35980785,0.7301415,-0.115918584,0.9258495,0.55737853,0.66521394,0.37451285,0.95671225,-0.5387062,-0.12491153,-0.41328445,-0.6584385,-0.4882774,-0.2652323,0.3437061,-0.68534994,-0.59540206,-0.6318653,0.3614072,0.4978152,0.6575433,0.2861071,0.3561184,0.087689884,0.8090015,0.54450905,-0.7766057,-0.004730874,-0.0880301,-0.26021725,0.45015743,0.025810184,-0.41971055,0.12767081,-0.3609298,0.2616307,0.310639,0.44301796,-0.7769714,0.6416358,0.8853398,0.097188026,-0.13195473,-0.22955167,0.9566755,0.14195322,0.5873018,0.11741018,0.0,0.06818181818181818,-0.06238922,-0.06375086004380962,0.0,0.6666666666666666,0.0,0.49755841,1.573187964640435,0.49749236248130296,1.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,137.91379310344828,96.27903672762089,113.23565582882313,0.190595620165949,61.71907858207751
892a306482bffff,0.0,-0.3333333333333333,-0.12631578947368421,-1.0509686,-1.0068655009969234,-1.0475284920491286,0.06266483,-0.44574782,1.1531773,0.44103804,-0.23052216,0.05540311,0.24264517,0.41879043,1.2912616,-0.4150075,0.13512206,0.054745805,-0.8110249,0.8830098,0.3350175,-0.17051198,-0.13352208,-0.5946732,0.6387212,-0.06270148,0.2560804,0.86830413,0.25309134,-0.22253141,-0.62266225,0.4798401,-0.29405022,-0.0076607824,-0.6633854,0.38676903,0.59970206,0.244105,0.19944462,1.240383,0.4025399,0.04208033,-0.1361911,0.32345435,0.038464464,0.021154955,-0.18767771,0.3056266,0.61055005,-0.70163864,-0.11578266,-0.35401195,0.5958698,-0.5907216,0.29257727,-0.011888986,0.0,-0.36363636363636365,-1.1304042,-1.1272571717790756,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.32571428571427,85.80571856686193,113.24071266724619,0.1900909107340088,61.547427043547486
892a3064ba7ffff,0.0,-0.3333333333333333,-0.29473684210526313,-0.9660063,-0.6908066254700744,-0.9622807492340139,0.044009447,0.5889765,0.7179836,0.058505405,0.6430077,-0.20404726,0.31974947,-0.37347686,0.6671179,-0.7256446,0.26867595,-0.1525626,0.021695046,-0.6648812,1.2244021,1.1716009,0.54248816,-0.3412696,0.32708988,0.5401842,-0.3445088,0.50922114,-0.5654416,-0.47325495,0.07050842,0.6316974,-0.23569413,-1.2927613,0.3884634,-0.36469063,-0.7443449,-0.119806856,0.20944223,0.7049894,0.049303535,-0.17725101,-0.17791158,0.61739016,-0.6889916,-0.18011385,-0.11233154,0.04543497,-0.5682093,0.38343728,-0.16686709,-0.09905959,-0.3843929,-0.4357636,-0.5965992,-0.0649422,0.0,-0.4772727272727273,-0.31315294,-0.3102725107119336,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.04749999999999,79.63153265980758,113.24284670455972,0.18965914023491198,61.36434960293683
