h3,aeroway,amenity,building,building.area,building.area.average,building.area.ratio,e_0,e_1,e_10,e_11,e_12,e_13,e_14,e_15,e_16,e_17,e_18,e_19,e_2,e_20,e_21,e_22,e_23,e_24,e_25,e_26,e_27,e_28,e_29,e_3,e_30,e_31,e_32,e_33,e_34,e_35,e_36,e_37,e_38,e_39,e_4,e_40,e_41,e_42,e_43,e_44,e_45,e_46,e_47,e_48,e_49,e_5,e_6,e_7,e_8,e_9,healthcare,highway,highway.area,highway.area.ratio,historic,leisure,office,parking.area,parking.area.average,parking.area.ratio,public_transport,railway,route,shop,sport,tourism,water,waterway,actual_mean,actual_std,pred_mean,pred_std,wasserstein_distance
892a3064653ffff,0.0,0.5,-0.9157894736842105,0.054698907,3.32079066697403,0.05384740407791381,0.23294033,-0.060233325,-0.61271286,0.07123279,-0.4289884,-1.7001163,-0.5472139,-0.22793867,0.012811724,-0.010527198,-0.529085,0.20587078,0.3243873,1.4027116,0.19050246,-0.59920055,-0.93937236,0.7063693,-0.10415445,0.8252965,0.5538523,0.83373433,0.37976295,-0.41525325,-0.380721,-0.06981574,0.65467834,0.44484115,0.08267487,0.084867835,0.7760613,0.3683287,-0.08586942,-0.38390812,-0.5709946,0.5813241,0.14790648,-0.16903289,0.92489576,0.32470763,-0.510641,-0.11986763,0.62606263,1.0528542,0.2091941,0.75383884,0.026951456,0.06898206,0.74152654,-0.45355433,0.0,0.25,-1.014968,-1.016427285083134,0.0,0.0,0.0,0.1395147,0.4411197628105991,0.13938110370647705,0.75,0.0,0.0,3.0,0.0,0.0,0.0,0.0,99.325,71.54385580587217,113.23337291244664,0.18760685351776743,61.101683145397004
892a3064807ffff,0.0,-0.3333333333333333,0.05263157894736842,-0.61911315,-0.5827361672911215,-0.6160763725131649,0.33809638,-2.3243148,0.147176,0.93394667,0.53936654,-0.6883119,0.52956104,-0.14933547,0.5464765,-1.2790445,-1.1709244,0.66208345,0.06358539,-1.1987432,0.8671987,1.9339633,0.71695733,-1.9024255,1.6819255,1.6925267,-0.9762789,0.7799769,0.21588582,-0.8079009,0.5088764,-0.47635242,-0.26672268,-2.3107884,0.07700241,-0.25432718,-0.970569,-0.098026946,0.03927402,1.2690632,-0.26054403,-0.42433795,1.0442096,0.13168496,1.8942327,0.34315744,0.48394904,-1.3045255,-1.1029333,1.7240767,1.7016705,0.09336118,-1.1755809,-0.37154573,-3.9906878,-0.64356977,0.0,-0.5681818181818182,0.05681926,0.05785893164041446,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.46571428571428,89.68123212756595,113.23763026506148,0.1922944301633044,60.58170460177652
892a339a4b3ffff,0.0,-0.3333333333333333,-1.3789473684210527,-0.7219893,4.8318266949641115,-0.7185809698745759,-1.6043499,-0.5028242,0.53090525,-0.55789626,-0.42039692,0.15874496,1.0622184,0.42010224,1.6843208,-0.5135808,-0.8963888,0.9819973,-0.4946704,0.32604042,0.05246337,1.5892229,1.0623869,1.7420387,1.9354191,1.1366011,-1.3285335,0.34280244,-2.383795,-0.48048252,-1.3509258,-1.5611274,-0.49112463,1.1434203,0.17202057,0.48388457,0.50010854,-0.13509122,-1.5995221,-1.8203895,0.3907561,-1.2036614,-0.37796047,0.2146946,1.2792478,-0.21188699,0.10512711,-0.43086693,-0.6575191,0.6523128,1.3156791,-0.30972397,1.2584927,-0.72336656,-0.9176886,-1.4769454,0.0,0.29545454545454547,-1.2426085,-1.2389872868300997,0.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.96551724137932,92.25253674060832,113.23814384275218,0.18916451180611277,60.43106987828043
892a3064d17ffff,0.0,-0.3333333333333333,-0.06315789473684211,-0.7146072,-0.5854767606089688,-0.7114668090199717,1.3408916,-1.479465,-0.3516577,1.3412942,0.9722575,-1.4747252,-0.5531564,-1.2762923,0.525495,-0.47057354,-1.762886,-0.41429135,0.5783462,-0.8001555,1.2139618,1.469919,0.59737945,-1.4794344,1.2653812,1.7247487,-1.380761,0.5172998,-0.008815744,-0.8145724,0.48296493,0.17975181,-0.336469,-2.1261497,0.3039974,-0.32520235,-0.83452505,0.21105963,1.4856757,1.9771415,-0.2000479,-0.65261215,1.3990885,-0.30205825,1.0525088,-0.37119964,0.6901148,-0.8282292,-1.0146071,2.1697974,2.3393118,-0.32153106,-2.1152267,-0.7021698,-3.970122,-0.38588318,0.0,-0.4772727272727273,-0.15532042,-0.15385656365528375,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.64999999999999,88.43784838131121,113.23626859881638,0.18888384924697219,58.53572083581584
892a3064a0bffff,0.0,-0.3333333333333333,0.12631578947368421,-0.71941894,-0.7891051334783706,-0.7164942468957469,-0.25758547,-0.22789378,1.1334779,-0.022359952,-0.086440265,-0.096763104,0.24439846,0.0027024518,0.61902213,-0.5478187,-0.0033376126,-0.3210293,-0.48556486,0.87416816,0.21037622,-0.020575643,-0.5014933,-0.4042723,0.9801253,0.079978585,-0.29795188,-0.015599565,-0.17519046,-0.17081322,-1.0043367,0.28681,-0.7683508,-0.31564167,-0.16776244,0.75704765,0.7322145,0.66622925,0.24474901,0.97834796,0.528233,-0.33886936,0.16609132,-0.22952129,-0.9011855,-0.50840306,0.43282384,0.5427899,0.070192985,-1.1178893,-0.013446841,-0.20554915,-0.3366929,-0.33120066,-0.045401715,-0.39179513,0.0,-0.1590909090909091,-0.39991367,-0.39857177403183097,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.72745098039215,78.16798170664723,113.23934417006011,0.19016851068944005,58.193336584420194
892a3066eabffff,0.0,1.3333333333333333,-1.0526315789473684,-0.5996427,2.2659162055800675,-0.5979882327751586,-1.3821075,-0.0088359425,-1.3867084,-0.80562836,1.7836732,2.3728726,-0.3722412,2.5696075,-0.20290898,0.56309074,-2.2060852,-2.1664832,0.09584092,-1.877579,-1.5490927,-1.5914236,1.0484554,-0.4846116,-1.71096,0.07977142,0.5753375,-0.9821627,-0.039445177,1.0891823,0.80428594,-0.13768157,1.0526606,0.33456612,0.07730875,-0.9013103,-0.31186137,0.89518625,1.8274282,-1.5033827,-0.22418337,0.022198124,0.3488184,-0.34078547,0.2880419,-1.2094812,-0.39068794,0.5759994,-0.044474777,2.0269825,1.6932662,-1.4221339,-0.05738457,0.8451504,1.3367089,-1.1848751,0.0,1.0,1.4225022,1.4168834503086138,0.0,0.0,0.0,0.3115755,0.32838142939511816,0.31148238170265813,0.5,9.0,0.0,4.0,1.0,1.0,0.0,0.0,109.38461538461539,65.84309841940502,113.23934184997897,0.18933007361147383,57.21762803584759
892a3066b33ffff,0.0,-0.16666666666666666,0.7684210526315789,0.37037304,-0.18052772586841395,0.3722562176637814,0.5812215,0.52477807,0.13828027,0.96926475,0.29416934,-0.3135678,0.26317108,-0.18086672,0.4977891,0.4651697,0.4569743,-0.10351447,-0.38772136,0.23012263,-0.4185143,-0.14841379,-0.11564575,-0.5224527,0.29295114,-0.25441793,0.33908495,0.54901797,0.48481283,-0.47412643,0.21663009,0.7824663,0.7361954,-0.4274306,-0.9249424,0.03820654,-0.24644734,-0.17499772,-0.23269264,0.05793357,-0.4597461,0.48980558,-0.29883552,0.6278971,0.52750516,0.512237,-0.7586777,0.76501644,0.12890218,-0.042613145,-0.029427787,0.27757788,-0.02724365,-0.76103723,0.058782853,0.44717568,0.0,-0.38636363636363635,0.27170753,0.27169918323067127,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.08163265306122,73.40474230765211,113.23673535067351,0.1896726414443286,56.71904676501025
892a33916cbffff,0.0,-0.3333333333333333,-0.2631578947368421,-0.82074255,-0.4969687622526415,-0.8169544901629741,0.25536513,-1.3983297,0.54662216,0.3387514,1.3802271,-0.30901802,0.29261875,0.009660417,0.7334079,-0.6713439,-0.006848249,-0.11791465,-0.060420185,-0.5618928,0.82263595,1.7632333,0.28270078,-1.3238846,0.81542045,1.2919846,-0.5529675,0.64233637,-0.291365,-0.93151456,0.39071554,-0.19651212,-0.4260338,-2.2821512,-0.10793245,-0.14095743,-0.79913014,-0.06095229,0.6386604,1.3812422,-0.42155913,-0.42805037,0.11119801,0.37193418,0.2234404,0.51518565,0.25703347,-0.7659515,-1.011216,0.78577346,0.6683808,-0.19109042,-1.1618718,-0.26788455,-2.2200778,-0.30631924,0.0,-0.4090909090909091,-0.66384816,-0.6602771637648034,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.87073170731706,68.66070429364055,113.23666723696897,0.1892474363468762,56.57460173466312
892a306484bffff,0.0,-0.3333333333333333,-0.10526315789473684,-0.7468255,-0.5829042333442247,-0.7438843106725366,0.3507424,0.3131961,0.65412307,-0.47326967,0.6332961,0.36023775,-0.38509977,-0.47854528,0.27002347,-0.7122221,0.43630525,-1.3833754,-0.37479872,0.43699113,0.32508272,0.7429552,-0.15251194,0.08924578,0.54586715,-0.1464744,-0.35182312,-0.88116395,-0.53868395,-0.60038847,-0.71905696,0.8509215,-0.903062,-0.87873065,0.4201676,0.20851265,0.39725447,0.28127444,0.76535904,0.94060326,0.5536944,-0.55885816,0.9059754,0.01708296,-1.8743069,-0.6420801,0.9942484,-0.013292669,-0.421918,-0.41182527,0.28258756,-0.7986086,-0.72956705,-0.85172653,0.2787196,0.2663281,0.0,-0.20454545454545456,-0.8249436,-0.8228863701926038,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0030303030303,60.764196420053466,113.23698706320373,0.19267926752366946,55.81007584587999
892a3064867ffff,0.0,0.16666666666666666,-0.4105263157894737,-0.63512737,0.048287134412099454,-0.6319644473622216,0.0898285,0.83024186,0.68180203,-0.03448866,0.6130412,0.46798077,0.24464321,-0.3886107,0.39999434,-0.709264,0.4578326,-0.4093726,0.24393806,-0.72050667,1.2361196,1.3415968,0.55154485,0.058209136,0.09880349,-0.092138745,-0.26058865,0.31274667,-0.54579794,-0.2648548,0.16577038,0.92780954,-0.27666157,-1.3086632,0.3253529,-0.34250033,-0.71475744,-0.20960844,0.060880445,0.5445649,0.065348804,-0.157777,0.121048465,0.74057347,-0.90629107,0.011340137,-0.029704832,-0.18483718,-0.3071658,0.3754255,-0.29109013,-0.20517127,-0.24598598,-0.8108071,-0.5518927,0.3153146,0.0,-0.25,-1.2197239,-1.216466172536164,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.42380952380952,57.00669889426033,113.23643288023113,0.1914572898900524,55.46606583802604
892a3066347ffff,0.0,4.0,0.12631578947368421,0.95201606,1.3687286262913354,0.9498561014317396,0.22563136,1.9720649,0.13085571,-0.09937961,-1.3074276,-2.4941306,-0.8900337,-2.4684422,0.40749222,0.86455595,0.6761748,-0.021507792,-0.54240865,0.41459176,-1.5161779,-1.0633415,1.4481044,-1.1608866,-1.3643719,2.087233,0.8470357,1.2090536,-2.1225653,1.758251,0.45511112,0.77109885,-0.9109204,-1.530499,0.7320596,1.4460449,-0.16198197,0.40629613,1.6017547,-1.2247806,0.3648286,-2.0723016,-0.55565006,-0.39172128,-3.0189888,-0.11427393,0.58075374,-1.2018081,-1.0410242,-0.91307515,1.5603528,-1.057102,-0.09998048,-1.4220037,-2.052369,-1.6050227,0.0,3.909090909090909,-0.70686877,-0.7086023371920871,4.0,0.0,2.0,2.9000227,3.056445746368615,2.8978923828808134,-0.25,0.0,0.0,6.0,0.0,2.0,0.0,0.0,110.11269841269842,71.66351154087667,113.23586253695646,0.19250172244019836,53.519847324578436
892a3066b17ffff,0.0,0.0,0.3368421052631579,0.37437084,0.30987879789985634,0.3760135383999554,0.59952635,1.0075628,0.25851664,0.33997878,0.8094017,-0.45693734,-0.02863426,-1.0005511,0.5340373,0.5175914,0.29897636,-0.31351233,0.053285744,0.18420003,0.38670874,0.38668263,-0.012688102,-0.52762115,0.04565871,0.29451537,-0.3632106,0.072135314,0.095535256,-0.7943369,0.0947246,0.69588315,0.36256003,-0.721977,-0.38466883,-0.14129458,-0.23626739,0.0011635959,-0.10171731,0.4438457,-0.46481922,0.41471532,-0.45254263,0.23106879,-0.9991218,0.32063138,-0.33299708,0.9298616,-0.15443282,-0.05150795,-0.040390406,0.03086303,-0.4006327,-0.7606781,0.22299448,0.4839892,0.0,-0.36363636363636365,-0.33498126,-0.33423832066179177,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.45438596491228,53.226866551287564,113.23949803132554,0.189873701413269,53.343376604100065
892a30646cfffff,0.0,0.3333333333333333,-1.1578947368421053,2.0996366,12.629053193276974,2.0942511823856553,-0.9830765,-0.2022496,-0.46918166,-1.0300851,-0.3757731,-1.2846963,-1.6230303,-1.6975777,-0.47003272,-0.6022097,-1.3255947,0.61378455,-0.31047308,0.3892436,0.5706122,-1.4683611,-0.61791915,-0.57197464,0.16611327,1.5779332,0.43419692,-0.4003012,-1.3976574,1.256171,-0.902491,0.3161728,-0.7963965,0.20946033,1.5318296,0.77600616,0.24144942,0.33765936,0.7102793,-1.8493469,0.33167735,-1.2406716,-0.16393948,-1.1400149,-1.3816724,-0.21315667,0.7217772,-0.8967518,-0.07802636,0.84219867,0.9464088,-0.6099112,-1.0913054,0.6724873,-0.08678375,-1.3902117,0.0,1.6363636363636365,-0.758814,-0.7610417393180359,0.0,0.3333333333333333,0.0,9.404351,14.86741247671018,9.395432983260374,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,97.56842105263159,72.13699724268494,113.23810367929455,0.19056953330409548,52.83078842207103
892a3066ea3ffff,0.0,-0.16666666666666666,-0.1368421052631579,-0.20427154,0.2609291040076886,-0.20322248339982066,0.37070185,0.68574953,-1.3000865,0.2171883,-0.93331295,-0.61383235,-0.08706318,0.69711775,-0.8197225,1.0351107,-0.45095387,-0.40793142,0.031229012,-0.8711502,-0.7895581,0.11083942,0.026204528,0.16022134,-0.8774047,0.31764197,-0.09812258,-0.73528147,-0.1286089,-0.57253885,0.31528574,-1.0914346,1.1242082,0.30758446,0.27901897,-0.67373484,-0.090084925,0.37331188,0.32864058,-1.1133579,-0.7669338,-0.029276907,0.516661,0.010406299,1.1330198,-0.25026777,-0.18421832,0.29618546,-0.4975297,1.2682076,0.8621694,0.30688912,-0.3749695,0.376269,0.7282219,-0.34848726,0.0,0.4090909090909091,0.7393213,0.7354204829180879,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2.0,0.0,0.0,0.0,122.35357142857143,66.59319721875747,113.23551838337883,0.18848553621908157,52.22048074924682
892a339164fffff,0.0,-0.16666666666666666,-1.4,-0.9993446,3.6716814545365946,-0.9953597699285023,-1.371369,-0.40717903,-0.35937554,0.45682687,-0.7447337,-0.1346953,0.92473567,1.6222155,0.12403835,-1.039397,-1.1849042,1.4249591,-0.13263051,-1.3125238,0.8195546,1.4355904,1.2166791,0.37598693,0.019394072,0.5484382,-0.17828658,1.0108925,-0.42744178,0.3348062,0.80339366,-0.3801702,-0.46515784,0.05656325,0.86667484,-0.18087018,-1.0374177,0.3389484,-0.12922685,-1.5898695,-0.43384424,-1.113844,-1.065039,0.69167835,0.690012,0.005866923,-0.20334159,-1.2656821,0.086880594,0.95274687,0.25553924,0.3865034,0.45359674,0.60541964,-1.1786121,-0.09834506,0.0,-0.022727272727272728,0.75199306,0.7545112997657032,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,1.0,1.0,98.653125,73.7695693713497,113.23625937429283,0.1884416302905544,52.08887247930869
892a3066503ffff,1.0,3.6666666666666665,-0.5578947368421052,0.6075587,2.783401069156797,0.6055214519493001,-0.85383064,-1.0361601,0.079204164,-1.5731288,-0.4018925,-1.6683965,-2.1873498,-0.96634877,-0.091438964,-0.8114459,-1.2360686,-0.24454896,0.24665296,1.1177573,0.68989474,-0.5271033,-0.70897967,0.22338185,-0.3527942,1.8579897,1.361386,-0.1341956,-1.0329548,0.44966435,-1.0055767,-0.37948596,-0.7797561,-0.08952772,1.2855331,0.3503581,1.0963293,0.08673748,1.2259696,-1.4823079,0.24694702,-1.2597508,1.0617403,-1.150184,-0.81555414,-0.46436328,1.0852696,-0.79015154,1.1939507,2.2493093,0.7746864,-0.58685374,0.023448955,1.1538693,0.94692683,-1.3616611,0.0,1.3181818181818181,-1.825517,-1.8244206978253796,2.0,1.3333333333333333,0.0,5.1112747,2.020113417947645,5.106472902846672,-0.5,0.0,0.0,0.0,1.0,6.0,0.0,0.0,95.84722222222221,62.028364865112366,113.23863395203152,0.18871627874107158,51.546518290832765
892a3064bafffff,0.0,-0.3333333333333333,-0.43157894736842106,-0.80545694,-0.21651800707941918,-0.8018010030678239,-0.21938394,0.50653696,0.38735196,0.43691745,-0.36903805,0.64729387,0.23334448,0.57011384,0.20451753,0.6422667,-0.33746183,0.12368186,-0.05086208,-0.6140629,-0.16092223,0.10421511,0.4344246,-0.26657337,-0.717539,-0.6517369,0.6439047,0.6226053,0.49402404,0.29096666,0.3639342,0.09958089,0.6216261,0.35241634,-0.43643257,0.05747061,-0.028338984,-0.01663049,0.39019778,-0.432648,-0.39562503,-0.06369477,-0.08855277,0.29248258,0.22901858,0.41720852,-0.47673136,0.17167862,1.134013,0.41842028,-0.24931248,-0.08424531,1.2180709,0.0038625363,0.2884388,0.26742214,0.0,-0.29545454545454547,-1.0570264,-1.0532580179730693,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.25,4.0,0.0,0.0,0.0,0.0,1.0,1.0,104.20833333333333,63.36244232368433,113.23330596237271,0.19056158654040675,51.5087793797413
892a3064663ffff,0.0,-0.3333333333333333,0.2736842105263158,0.07570334,0.03814640742496601,0.07522175881850736,-0.473842,-2.3676522,0.006182927,0.8811981,0.68894935,-0.34144723,-0.25018555,0.85168594,0.11164164,0.05240562,-0.9209629,0.29929814,0.24557911,1.789133,-1.167011,0.4948026,-1.6295426,0.39411265,1.8098238,0.074527204,0.28082308,0.7398645,0.4262153,-0.4239126,-0.37433982,-0.5483399,0.06992303,-0.8121937,-1.5643413,0.99321306,0.73308426,0.29456893,0.5325078,0.266351,-0.9118755,-0.44404915,1.440363,0.10499673,3.2778404,0.88393515,0.40797317,-0.76990247,0.026423464,0.24581525,0.76368874,0.0773919,-0.9514924,-0.3616677,-0.96649855,-0.617681,0.0,-0.11363636363636363,0.03504184,0.03102086603541319,1.0,0.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.15384615384616,65.18500435605883,113.23816033554269,0.18759394277592653,50.42162802044675
892a306410fffff,0.0,4.0,-0.5473684210526316,-0.06559009,1.4333990526494698,-0.06434221971729663,-1.4299605,-0.48506942,0.58056885,-0.2959245,-1.1862024,0.012948411,0.1666932,0.84838957,-0.6701564,-0.4022031,0.2887327,0.45343888,0.07594665,0.12044601,-0.6099808,-0.3668036,-0.21605045,0.689953,0.80861014,-0.27476218,0.058714367,0.08792573,-0.13023852,0.8963498,-1.0682847,-0.37024233,-0.6449798,0.5240236,0.030194728,1.2119691,0.8636778,1.1612808,0.24283864,-0.46358997,0.55725324,-0.54155684,0.44840807,-0.86968416,0.43639216,-0.6432226,0.5535278,-0.12422499,0.3907059,-0.85200655,0.14606363,0.22136885,0.08493034,0.33685616,-0.44035742,-0.76980495,1.0,1.3409090909090908,-0.1209225,-0.1220037054854585,1.0,0.0,6.0,4.72483,2.987808369509759,4.724392700065948,0.25,0.0,0.0,11.0,0.0,1.0,0.0,0.0,140.78181818181818,65.47878654650914,113.23932543050852,0.19164442241687735,50.4075701840336
892a3066b13ffff,0.0,-0.3333333333333333,0.0,-0.44352946,-0.2822693792747366,-0.4411721209592101,-0.022351082,1.3277606,-0.41568437,0.4966408,-0.5749293,-0.62266475,0.23836415,-0.42138767,-0.15125524,-0.20512958,-1.1315101,0.52861917,0.13554658,-0.7781212,1.028281,0.35543352,0.278322,-0.4245001,-0.21771735,-0.102680966,-0.53688127,-0.24516377,0.43602082,-0.25053865,0.5244484,0.88961905,0.10585207,-0.20694838,0.7172018,-0.34970856,-0.7440558,0.68111324,-0.30288857,-0.9837308,-0.5434602,-0.18039255,-0.14123173,0.44047216,-1.0632826,-0.23247454,0.13006821,0.12645124,0.13598819,0.19291139,0.13635777,0.2762385,0.16286628,-0.63990575,-0.12374577,0.6926806,0.0,-0.5681818181818182,-1.0159925,-1.014126336693888,0.0,2.0,0.0,0.0,0.0,0.0,-0.75,0.0,0.0,0.0,3.0,0.0,0.0,0.0,99.9764705882353,61.102166414002276,113.24039103149117,0.18996022124287454,49.37187911997505
892a306467bffff,0.0,2.0,-0.21052631578947367,0.0759178,0.8249430340487718,0.07532106636358311,0.64647716,0.62297845,-0.8072898,0.7601179,0.051048588,0.32247418,0.30658624,1.1357522,-0.18928495,1.3201132,-0.7392427,-0.40128642,-0.14230357,-0.6283064,-0.9225762,0.15196039,0.18459165,-0.059463996,-1.0555544,-0.5904628,0.37631923,-0.4911361,1.036611,-0.03590212,0.9054075,-0.67148024,1.3196683,1.0260097,-0.17282735,-0.6699332,-0.011829077,-0.66084975,0.35576814,-0.0014674871,-0.8759806,0.6345629,-0.34460014,0.2355399,0.9901004,0.05427174,-0.78283656,0.67013705,0.24287894,0.25153193,-0.1258664,0.20955816,0.5214462,0.7866962,1.0216333,0.52881676,0.0,0.5,-0.45550767,-0.45826235270105115,1.0,-0.3333333333333333,0.0,3.2565525,5.148309125929596,3.253869968783755,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.71875,59.99658551482326,113.23800800272822,0.1895151620180544,47.61552719206085
892a3064667ffff,0.0,-0.16666666666666666,-0.12631578947368421,-0.13715357,0.3424194625822409,-0.13709442233262648,-0.49470502,-0.23596483,0.7466408,-0.12399794,-0.48513764,-0.3181964,-0.060985204,0.004111374,0.45068437,-0.28750578,-0.30089015,-0.10793182,-0.22347613,0.7395019,0.17514579,-0.39874777,-0.41951624,-0.29179016,0.36806604,0.16274376,0.23860134,0.11336317,-0.124664634,0.06932616,-0.79781556,-0.07269684,-0.45533642,0.21703319,0.023957733,0.6931873,0.836917,0.7809803,0.6691003,0.28019166,0.2834287,-0.47519854,0.34475207,-0.39345214,-0.70981,-0.40449756,0.42424873,-0.02756154,0.59891456,-0.55638313,0.06781286,-0.21237546,0.27752772,-0.025585901,0.02394714,-0.4023714,0.0,0.3409090909090909,0.8940091,0.8877127429258318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,52.36229104813428,113.23795177773953,0.1905356181565564,43.55086758830901
892a3066aa3ffff,0.0,-0.3333333333333333,-0.10526315789473684,-0.26074064,0.1263260671666176,-0.2590443348840049,0.19755752,0.8848227,0.16922048,0.35881004,0.3776002,-0.07238871,0.09372265,-0.4497164,0.19863153,0.6002825,0.23424065,-0.032570444,0.12690736,-0.3256513,0.09699175,0.3002978,0.25416842,-0.26807877,-0.18468751,0.011929991,-0.0760596,0.28025615,0.19626273,-0.29739508,0.24215417,0.46590376,0.52032524,-0.34543514,-0.40548286,-0.104738064,-0.30250868,-0.06379431,-0.015914464,-0.042486235,-0.46768752,0.325697,-0.42566222,0.18191676,-0.3323789,0.3824304,-0.4614306,0.642219,0.16196369,0.2087741,-0.075097166,0.076600656,0.07008705,-0.41700903,0.15211216,0.36150026,0.0,-0.1590909090909091,0.06591261,0.06477236311709463,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9923076923077,27.253523739381254,113.23998074919507,0.19028153448519494,39.64849810899524
892a3064847ffff,0.0,-0.3333333333333333,-0.7578947368421053,-1.0008249,0.047056106973408965,-0.9975977103793788,-0.38826615,0.34458962,0.7006023,-0.017053312,0.2942524,0.12837104,0.48555136,-0.7624721,1.0517256,-1.3704867,1.475117,-1.5123307,-0.1592565,-1.0095303,1.0675981,-0.051832348,0.20658599,-1.1316959,0.32542068,0.8093469,-0.2836088,-0.34223008,-0.99705184,-0.6837326,-0.31399277,0.33996934,-0.28999683,-1.4694971,0.0026984927,-0.42720404,-0.26707816,-0.48669675,0.8631255,-0.021175034,0.1828098,-0.49825707,0.7803171,0.70844233,-1.4698526,-1.0128936,0.28206354,-0.73014694,-0.38134828,-0.6224186,0.3942601,-1.4586898,0.65909874,-0.55288863,-0.20109282,0.5114942,0.0,-0.4090909090909091,-0.69038993,-0.6883778856862406,0.0,-0.3333333333333333,0.0,0.0,0.0,0.0,-0.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,83.75416666666666,32.95259194619177,113.23638416090223,0.18942272661216913,38.032614041514115
